shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
0,46.1761347309608,6.13265471509219,1,0
0,46.1798668011167,6.13839494975851,2,0
0,46.1812165041179,6.14082938417881,3,0
0,46.1843325121451,6.14038920968953,4,0
0,46.1868015587535,6.14020954663268,5,0
0,46.1888227360204,6.14303923977805,6,0
0,46.1918388161971,6.14400043713219,7,0
0,46.1948982583221,6.14342551535028,8,0
0,46.198144065585,6.14316500391785,9,0
0,46.2011969392001,6.14418010018904,10,0
0,46.2047283614253,6.1430482229309,11,0
0,46.2031118935082,6.14718047323842,12,0
0,46.2018622068667,6.15281291007063,13,0
0,46.2010788067161,6.15641515436045,14,0
0,46.2006187093576,6.15854416158411,15,0
0,46.2000839967758,6.16452694137718,16,0
0,46.2000093853042,6.16768002802488,17,0
0,46.1996114557443,6.1746689209363,18,0
0,46.1988342412615,6.18036423983841,19,0
0,46.1982746400266,6.18563735055693,20,0
0,46.1953646217344,6.19247352987003,21,0
0,46.1939779562442,6.1965518812605,22,0
0,46.1932379724497,6.20090871038909,23,0
0,46.1924482308546,6.20646928199856,24,0
2,46.1761347309608,6.13265471509219,1,0
2,46.1798668011167,6.13839494975851,2,0
2,46.1812165041179,6.14082938417881,3,0
2,46.1843325121451,6.14038920968953,4,0
2,46.1868015587535,6.14020954663268,5,0
2,46.1888227360204,6.14303923977805,6,0
2,46.1918388161971,6.14400043713219,7,0
2,46.1948982583221,6.14342551535028,8,0
2,46.198144065585,6.14316500391785,9,0
2,46.2011969392001,6.14418010018904,10,0
2,46.2047283614253,6.1430482229309,11,0
2,46.2031118935082,6.14718047323842,12,0
2,46.2018622068667,6.15281291007063,13,0
2,46.2010788067161,6.15641515436045,14,0
2,46.2006187093576,6.15854416158411,15,0
2,46.2000839967758,6.16452694137718,16,0
2,46.2000093853042,6.16768002802488,17,0
2,46.1996114557443,6.1746689209363,18,0
2,46.1988342412615,6.18036423983841,19,0
2,46.1982746400266,6.18563735055693,20,0
2,46.1953646217344,6.19247352987003,21,0
2,46.1939779562442,6.1965518812605,22,0
2,46.1932379724497,6.20090871038909,23,0
2,46.1924482308546,6.20646928199856,24,0
848,46.1761347309608,6.13265471509219,1,0
848,46.1798668011167,6.13839494975851,2,0
848,46.1812165041179,6.14082938417881,3,0
848,46.1843325121451,6.14038920968953,4,0
848,46.1868015587535,6.14020954663268,5,0
848,46.1888227360204,6.14303923977805,6,0
848,46.1918388161971,6.14400043713219,7,0
848,46.1948982583221,6.14342551535028,8,0
848,46.198144065585,6.14316500391785,9,0
848,46.2011969392001,6.14418010018904,10,0
848,46.2047283614253,6.1430482229309,11,0
848,46.2031118935082,6.14718047323842,12,0
848,46.2018622068667,6.15281291007063,13,0
848,46.2010788067161,6.15641515436045,14,0
848,46.2006187093576,6.15854416158411,15,0
848,46.2000839967758,6.16452694137718,16,0
848,46.2000093853042,6.16768002802488,17,0
848,46.1996114557443,6.1746689209363,18,0
848,46.1988342412615,6.18036423983841,19,0
848,46.1982746400266,6.18563735055693,20,0
848,46.1953646217344,6.19247352987003,21,0
848,46.1939779562442,6.1965518812605,22,0
848,46.1932379724497,6.20090871038909,23,0
848,46.1924482308546,6.20646928199856,24,0
1783,46.2264279451735,6.08290601465072,1,0
1783,46.2305978079645,6.08095667048391,2,0
1783,46.2331207007798,6.07779460068337,3,0
1783,46.2364325982909,6.08172023847552,4,0
1785,46.2264279451735,6.08290601465072,1,0
1785,46.2305978079645,6.08095667048391,2,0
1785,46.2331207007798,6.07779460068337,3,0
1785,46.2364325982909,6.08172023847552,4,0
1786,46.2264279451735,6.08290601465072,1,0
1786,46.2305978079645,6.08095667048391,2,0
1786,46.2331207007798,6.07779460068337,3,0
1786,46.2364325982909,6.08172023847552,4,0
3621,46.2264279451735,6.08290601465072,1,0
3621,46.2305978079645,6.08095667048391,2,0
3621,46.2331207007798,6.07779460068337,3,0
3621,46.2364325982909,6.08172023847552,4,0
3674,46.2220029455576,6.09727007604579,1,0
3674,46.2197157272904,6.1055884755779,2,0
3674,46.2184788494581,6.11048429387703,3,0
3674,46.2164276841032,6.11808404118174,4,0
3674,46.2150353342672,6.1252076813858,5,0
3674,46.2132389021895,6.13052570786853,6,0
3674,46.21179052489,6.1335889629878,7,0
3674,46.2094780150057,6.13884410740063,8,0
3674,46.2097328931811,6.14243736853761,9,0
3674,46.2131518763059,6.14549164050404,10,0
3674,46.216732255924,6.14790810861866,11,0
3674,46.2200264962354,6.1456533372552,12,0
3674,46.2210022992898,6.1414402385721,13,0
3674,46.2223012713506,6.13914055144443,14,0
3675,46.2220029455576,6.09727007604579,1,0
3675,46.2197157272904,6.1055884755779,2,0
3675,46.2184788494581,6.11048429387703,3,0
3675,46.2164276841032,6.11808404118174,4,0
3675,46.2150353342672,6.1252076813858,5,0
3675,46.2132389021895,6.13052570786853,6,0
3675,46.21179052489,6.1335889629878,7,0
3675,46.2094780150057,6.13884410740063,8,0
3675,46.2097328931811,6.14243736853761,9,0
3675,46.2131518763059,6.14549164050404,10,0
3675,46.216732255924,6.14790810861866,11,0
3675,46.2200264962354,6.1456533372552,12,0
3675,46.2210022992898,6.1414402385721,13,0
3675,46.2223012713506,6.13914055144443,14,0
3676,46.2220029455576,6.09727007604579,1,0
3676,46.2197157272904,6.1055884755779,2,0
3676,46.2184788494581,6.11048429387703,3,0
3676,46.2164276841032,6.11808404118174,4,0
3676,46.2150353342672,6.1252076813858,5,0
3676,46.2132389021895,6.13052570786853,6,0
3676,46.21179052489,6.1335889629878,7,0
3676,46.2094780150057,6.13884410740063,8,0
3676,46.2097328931811,6.14243736853761,9,0
3676,46.2131518763059,6.14549164050404,10,0
3676,46.216732255924,6.14790810861866,11,0
3676,46.2200264962354,6.1456533372552,12,0
3676,46.2210022992898,6.1414402385721,13,0
3676,46.2223012713506,6.13914055144443,14,0
3677,46.2220029455576,6.09727007604579,1,0
3677,46.2197157272904,6.1055884755779,2,0
3677,46.2184788494581,6.11048429387703,3,0
3677,46.2164276841032,6.11808404118174,4,0
3677,46.2150353342672,6.1252076813858,5,0
3677,46.2132389021895,6.13052570786853,6,0
3677,46.21179052489,6.1335889629878,7,0
3677,46.2094780150057,6.13884410740063,8,0
3677,46.2097328931811,6.14243736853761,9,0
3677,46.2131518763059,6.14549164050404,10,0
3677,46.216732255924,6.14790810861866,11,0
3677,46.2200264962354,6.1456533372552,12,0
3677,46.2210022992898,6.1414402385721,13,0
3677,46.2223012713506,6.13914055144443,14,0
4447,46.2220029455576,6.09727007604579,1,0
4447,46.2197157272904,6.1055884755779,2,0
4447,46.2184788494581,6.11048429387703,3,0
4447,46.2164276841032,6.11808404118174,4,0
4447,46.2150353342672,6.1252076813858,5,0
4447,46.2132389021895,6.13052570786853,6,0
4447,46.21179052489,6.1335889629878,7,0
4447,46.2094780150057,6.13884410740063,8,0
4447,46.2097328931811,6.14243736853761,9,0
4447,46.2131518763059,6.14549164050404,10,0
4447,46.216732255924,6.14790810861866,11,0
4447,46.2200264962354,6.1456533372552,12,0
4447,46.2210022992898,6.1414402385721,13,0
4447,46.2223012713506,6.13914055144443,14,0
5401,46.1878090471733,6.12472259113231,1,0
5401,46.1875851624535,6.12762414950042,2,0
5401,46.1889160193308,6.13101978127486,3,0
5401,46.190358781039,6.13385845757307,4,0
5401,46.192641003472,6.13829613507724,5,0
5401,46.1951158950737,6.14093718201292,6,0
5401,46.198144065585,6.14316500391785,7,0
5401,46.2011969392001,6.14418010018904,8,0
5401,46.2047283614253,6.1430482229309,9,0
5401,46.2031118935082,6.14718047323842,10,0
5401,46.2018622068667,6.15281291007063,11,0
5401,46.2010788067161,6.15641515436045,12,0
5401,46.2006187093576,6.15854416158411,13,0
5401,46.2000839967758,6.16452694137718,14,0
5401,46.2000093853042,6.16768002802488,15,0
5401,46.1996114557443,6.1746689209363,16,0
5401,46.1988342412615,6.18036423983841,17,0
5401,46.1982746400266,6.18563735055693,18,0
5401,46.1953646217344,6.19247352987003,19,0
5401,46.1939779562442,6.1965518812605,20,0
5401,46.1932379724497,6.20090871038909,21,0
5401,46.1924482308546,6.20646928199856,22,0
5401,46.1916149478912,6.21145493182612,23,0
5401,46.1913848600709,6.21661126155768,24,0
5401,46.1927156249488,6.22432778984934,25,0
5401,46.1940712308053,6.23058006422769,26,0
5402,46.1878090471733,6.12472259113231,1,0
5402,46.1875851624535,6.12762414950042,2,0
5402,46.1889160193308,6.13101978127486,3,0
5402,46.190358781039,6.13385845757307,4,0
5402,46.192641003472,6.13829613507724,5,0
5402,46.1951158950737,6.14093718201292,6,0
5402,46.198144065585,6.14316500391785,7,0
5402,46.2011969392001,6.14418010018904,8,0
5402,46.2047283614253,6.1430482229309,9,0
5402,46.2031118935082,6.14718047323842,10,0
5402,46.2018622068667,6.15281291007063,11,0
5402,46.2010788067161,6.15641515436045,12,0
5402,46.2006187093576,6.15854416158411,13,0
5402,46.2000839967758,6.16452694137718,14,0
5402,46.2000093853042,6.16768002802488,15,0
5402,46.1996114557443,6.1746689209363,16,0
5402,46.1988342412615,6.18036423983841,17,0
5402,46.1982746400266,6.18563735055693,18,0
5402,46.1953646217344,6.19247352987003,19,0
5402,46.1939779562442,6.1965518812605,20,0
5402,46.1932379724497,6.20090871038909,21,0
5402,46.1924482308546,6.20646928199856,22,0
5402,46.1916149478912,6.21145493182612,23,0
5402,46.1913848600709,6.21661126155768,24,0
5402,46.1927156249488,6.22432778984934,25,0
5402,46.1940712308053,6.23058006422769,26,0
5512,46.1878090471733,6.12472259113231,1,0
5512,46.1875851624535,6.12762414950042,2,0
5512,46.1889160193308,6.13101978127486,3,0
5512,46.190358781039,6.13385845757307,4,0
5512,46.192641003472,6.13829613507724,5,0
5512,46.1951158950737,6.14093718201292,6,0
5512,46.198144065585,6.14316500391785,7,0
5512,46.2011969392001,6.14418010018904,8,0
5512,46.2047283614253,6.1430482229309,9,0
5512,46.2031118935082,6.14718047323842,10,0
5512,46.2018622068667,6.15281291007063,11,0
5512,46.2010788067161,6.15641515436045,12,0
5512,46.2006187093576,6.15854416158411,13,0
5512,46.2000839967758,6.16452694137718,14,0
5512,46.2000093853042,6.16768002802488,15,0
5512,46.1996114557443,6.1746689209363,16,0
5512,46.1988342412615,6.18036423983841,17,0
5512,46.1982746400266,6.18563735055693,18,0
5512,46.1953646217344,6.19247352987003,19,0
5512,46.1939779562442,6.1965518812605,20,0
5512,46.1932379724497,6.20090871038909,21,0
5512,46.1924482308546,6.20646928199856,22,0
5512,46.1916149478912,6.21145493182612,23,0
